,음식점명,시군구명,행정동명,지역명,중분류,소분류,10월현지인매출금액,10월현지인매출수,10월외지인매출금액,10월외지인매출수,10월전체매출금액비율,10월전체매출수비율,9월현지인매출금액,9월현지인매출수,9월외지인매출금액,9월외지인매출수,9월전체매출금액비율,9월전체매출수비율,8월현지인매출금액,8월현지인매출수,8월외지인매출금액,8월외지인매출수,8월전체매출금액비율,8월전체매출수비율,현지인매출금액비율,현지인매출수비율,외지인매출금액비율,외지인매출수비율,3개월전체매출금액,3개월전체매출수
108,천궁,제주시,건입동,제주시내,한식,가정식,0.73,0.16,0.07,0.06,0.12,0.11,0.13,0.03,0.05,0.03,0.06,0.04,0.34,0.17,0.02,0.02,0.05,0.04,0.4,0.12,0.05,0.04,0.08,0.06
109,신동양,제주시,건입동,제주시내,아시아음식,중식,0.66,1.3,0.01,0.06,0.05,0.52,0.63,1.31,0.0,0.02,0.05,0.44,0.3,1.29,0.0,0.03,0.03,0.21,0.53,1.3,0.0,0.04,0.04,0.39
110,선미뷔페,제주시,건입동,제주시내,한식,뷔페,0.45,0.92,0.0,0.06,0.03,0.38,0.33,0.67,0.0,0.04,0.03,0.25,0.11,0.43,0.0,0.01,0.01,0.07,0.3,0.67,0.0,0.04,0.02,0.23
111,속초식당,제주시,건입동,제주시내,한식,가정식,0.35,0.19,0.02,0.06,0.05,0.12,0.28,0.22,0.04,0.11,0.06,0.17,0.17,0.29,0.03,0.07,0.04,0.1,0.27,0.23,0.03,0.08,0.05,0.13
112,해금강,제주시,건입동,제주시내,한식,가정식,0.3,0.05,0.07,0.06,0.09,0.07,0.43,0.03,0.13,0.04,0.16,0.05,0.32,0.09,0.01,0.01,0.04,0.02,0.35,0.06,0.07,0.04,0.1,0.05
113,통영아나고,제주시,건입동,제주시내,한식,단품요리 전문,0.3,0.35,0.0,0.06,0.02,0.17,0.32,0.39,0.01,0.05,0.04,0.17,0.09,0.22,0.0,0.0,0.01,0.03,0.24,0.32,0.0,0.04,0.02,0.12
114,빵육사도너츠,제주시,건입동,제주시내,간식,베이커리,0.21,1.03,0.0,0.06,0.02,0.42,0.11,0.7,0.0,0.06,0.01,0.28,0.06,0.64,0.0,0.0,0.01,0.1,0.13,0.79,0.0,0.04,0.01,0.27
115,레이나,제주시,건입동,제주시내,한식,단품요리 전문,0.19,0.16,0.02,0.06,0.04,0.11,0.27,0.17,0.01,0.02,0.03,0.07,0.26,0.14,0.0,0.02,0.02,0.04,0.24,0.16,0.01,0.03,0.03,0.07
116,커피동굴,제주시,건입동,제주시내,한식,커피,0.07,0.14,0.0,0.06,0.01,0.1,0.03,0.05,0.0,0.04,0.01,0.05,0.02,0.09,0.0,0.02,0.0,0.03,0.04,0.09,0.0,0.04,0.01,0.06
117,제주갈치수산,제주시,건입동,제주시내,한식,회,7.09,0.08,0.02,0.05,0.52,0.07,7.24,0.14,0.02,0.02,0.6,0.06,2.43,0.05,0.0,0.0,0.2,0.01,5.59,0.09,0.01,0.02,0.44,0.05
118,수빈이네제주밥상,제주시,건입동,제주시내,한식,가정식,1.22,1.57,0.0,0.05,0.09,0.6,0.98,1.42,0.01,0.05,0.08,0.51,0.32,1.12,0.0,0.03,0.03,0.19,0.84,1.37,0.0,0.04,0.07,0.43
119,화룡각,제주시,건입동,제주시내,아시아음식,중식,1.0,1.41,0.01,0.05,0.08,0.54,0.79,1.12,0.0,0.02,0.07,0.38,0.37,1.31,0.0,0.02,0.03,0.2,0.72,1.28,0.0,0.03,0.06,0.37
120,인풍,제주시,건입동,제주시내,한식,가정식,0.92,0.9,0.0,0.05,0.07,0.36,0.62,0.67,0.01,0.03,0.06,0.24,0.29,0.71,0.0,0.02,0.03,0.12,0.61,0.76,0.0,0.03,0.05,0.24
121,호식이두마리치킨건입점,제주시,건입동,제주시내,패스트푸드,치킨,0.55,0.68,0.01,0.05,0.04,0.28,0.53,0.59,0.01,0.08,0.05,0.26,0.15,0.47,0.0,0.01,0.01,0.08,0.41,0.58,0.01,0.05,0.03,0.21
122,기분,제주시,건입동,제주시내,한식,단품요리 전문,0.44,0.14,0.03,0.05,0.06,0.09,0.45,0.14,0.02,0.01,0.06,0.05,0.21,0.14,0.02,0.02,0.04,0.04,0.37,0.14,0.02,0.03,0.05,0.06
123,들물갈비,제주시,건입동,제주시내,한식,갈비,0.3,0.14,0.02,0.05,0.05,0.09,0.68,0.2,0.02,0.03,0.08,0.09,0.1,0.12,0.01,0.01,0.02,0.03,0.36,0.15,0.02,0.03,0.05,0.07
124,추자집,제주시,건입동,제주시내,한식,가정식,0.27,0.16,0.01,0.05,0.03,0.1,0.31,0.2,0.01,0.04,0.03,0.1,0.03,0.12,0.01,0.06,0.02,0.07,0.2,0.16,0.01,0.05,0.03,0.09
125,더스카이,제주시,건입동,제주시내,한식,가정식,0.14,0.05,0.02,0.05,0.03,0.06,0.18,0.14,0.02,0.04,0.03,0.08,0.04,0.05,0.01,0.03,0.02,0.03,0.12,0.08,0.02,0.04,0.03,0.06
126,뱃머리,제주시,건입동,제주시내,한식,가정식,0.09,0.03,0.01,0.05,0.02,0.05,0.01,0.03,0.06,0.12,0.06,0.12,0.03,0.05,0.03,0.1,0.03,0.09,0.04,0.04,0.03,0.09,0.04,0.09
127,임춘식당,제주시,건입동,제주시내,한식,단품요리 전문,2.31,0.95,0.01,0.03,0.17,0.37,1.34,0.53,0.03,0.05,0.14,0.22,0.76,0.74,0.01,0.02,0.08,0.13,1.47,0.74,0.02,0.03,0.13,0.24
128,아빠가만든찜,제주시,건입동,제주시내,한식,가정식,1.02,0.87,0.01,0.03,0.08,0.34,0.64,0.78,0.0,0.0,0.05,0.25,0.22,0.5,0.0,0.01,0.02,0.08,0.63,0.72,0.0,0.01,0.05,0.22
129,한끼정식뷔페,제주시,건입동,제주시내,한식,뷔페,0.51,1.0,0.0,0.03,0.04,0.39,0.48,1.09,0.01,0.08,0.05,0.43,0.15,0.78,0.01,0.06,0.02,0.16,0.38,0.96,0.01,0.06,0.04,0.33
130,컨츄리,제주시,건입동,제주시내,한식,단품요리 전문,0.33,0.14,0.01,0.03,0.03,0.08,0.13,0.14,0.0,0.01,0.01,0.05,0.12,0.29,0.0,0.01,0.01,0.05,0.19,0.19,0.0,0.02,0.02,0.06
131,대지,제주시,건입동,제주시내,한식,가정식,0.29,0.03,0.05,0.03,0.07,0.04,0.12,0.03,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.01,0.14,0.02,0.02,0.01,0.03,0.02
132,로또휴게음식점,제주시,건입동,제주시내,한식,단품요리 전문,0.04,0.3,0.0,0.03,0.0,0.14,0.06,0.36,0.0,0.02,0.01,0.14,0.03,0.38,0.0,0.01,0.0,0.06,0.04,0.35,0.0,0.02,0.0,0.11
133,만옥,제주시,건입동,제주시내,한식,단품요리 전문,0.76,0.41,0.01,0.02,0.06,0.17,0.5,0.28,0.01,0.01,0.05,0.1,0.25,0.26,0.0,0.0,0.02,0.04,0.5,0.32,0.01,0.01,0.04,0.1
134,수리조아라,제주시,건입동,제주시내,한식,단품요리 전문,0.4,0.38,0.01,0.02,0.03,0.16,0.2,0.2,0.0,0.0,0.02,0.06,0.1,0.19,0.0,0.01,0.01,0.03,0.23,0.26,0.0,0.01,0.02,0.08
135,난타5000건입점,제주시,건입동,제주시내,패스트푸드,피자,0.37,0.57,0.0,0.02,0.03,0.22,0.29,0.53,0.0,0.0,0.02,0.17,0.13,0.47,0.0,0.01,0.01,0.08,0.26,0.52,0.0,0.01,0.02,0.16
136,돈돈촌,제주시,건입동,제주시내,한식,돼지고기,0.35,0.08,0.02,0.02,0.04,0.05,0.13,0.08,0.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.05,0.01,0.01,0.02,0.03
137,엄마가만든탕,제주시,건입동,제주시내,한식,단품요리 전문,0.32,0.22,0.0,0.02,0.03,0.1,0.23,0.17,0.0,0.01,0.02,0.06,0.14,0.24,0.0,0.01,0.01,0.04,0.23,0.21,0.0,0.01,0.02,0.07
138,달콤해,제주시,건입동,제주시내,한식,단품요리 전문,0.04,0.16,0.0,0.02,0.0,0.08,0.01,0.03,0.0,0.02,0.0,0.03,0.02,0.12,0.0,0.0,0.0,0.02,0.02,0.1,0.0,0.01,0.0,0.04
139,달콤해,제주시,건입동,제주시내,한식,단품요리 전문,0.04,0.16,0.0,0.02,0.0,0.08,0.01,0.03,0.0,0.02,0.0,0.03,0.07,0.33,0.0,0.02,0.01,0.07,0.04,0.17,0.0,0.02,0.0,0.06
140,달콤해,제주시,건입동,제주시내,한식,단품요리 전문,0.04,0.16,0.0,0.02,0.0,0.08,0.15,0.28,0.0,0.05,0.02,0.14,0.02,0.12,0.0,0.0,0.0,0.02,0.07,0.19,0.0,0.02,0.01,0.08
141,달콤해,제주시,건입동,제주시내,한식,단품요리 전문,0.04,0.16,0.0,0.02,0.0,0.08,0.15,0.28,0.0,0.05,0.02,0.14,0.07,0.33,0.0,0.02,0.01,0.07,0.09,0.26,0.0,0.03,0.01,0.1
142,건입동백설공주,제주시,건입동,제주시내,한식,단품요리 전문,0.0,0.0,0.0,0.02,0.0,0.02,0.03,0.08,0.0,0.0,0.0,0.03,0.01,0.05,0.0,0.0,0.0,0.01,0.01,0.04,0.0,0.01,0.0,0.02
143,동양수산,제주시,건입동,제주시내,한식,회,0.0,0.0,0.02,0.02,0.02,0.02,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01
144,요강깨는장어,제주시,건입동,제주시내,한식,장어,1.89,0.41,0.0,0.01,0.14,0.16,0.82,0.25,0.01,0.01,0.07,0.09,0.68,0.38,0.0,0.0,0.06,0.06,1.13,0.35,0.0,0.01,0.09,0.1
145,자기야,제주시,건입동,제주시내,한식,단품요리 전문,0.48,0.16,0.01,0.01,0.04,0.07,0.12,0.03,0.0,0.0,0.01,0.01,0.04,0.02,0.01,0.01,0.01,0.01,0.21,0.07,0.01,0.01,0.02,0.03
146,일출봉,제주시,건입동,제주시내,한식,단품요리 전문,0.45,0.63,0.0,0.01,0.03,0.23,0.3,0.48,0.0,0.02,0.03,0.17,0.19,0.69,0.0,0.0,0.02,0.1,0.31,0.6,0.0,0.01,0.03,0.17
147,텀,제주시,건입동,제주시내,한식,단품요리 전문,0.37,0.19,0.0,0.01,0.03,0.08,0.38,0.48,0.0,0.01,0.03,0.16,0.11,0.5,0.0,0.01,0.01,0.08,0.29,0.39,0.0,0.01,0.02,0.11
148,한국맥도날드 유한회사 제주탑동점,제주시,건입동,제주시내,패스트푸드,햄버거,0.26,0.41,0.0,0.01,0.02,0.16,0.29,0.39,0.0,0.0,0.02,0.13,0.19,0.71,0.0,0.01,0.02,0.11,0.25,0.5,0.0,0.01,0.02,0.13
149,칠성낙지,제주시,건입동,제주시내,한식,낙지,0.22,0.22,0.0,0.01,0.02,0.09,0.03,0.03,0.0,0.0,0.0,0.01,0.02,0.05,0.0,0.0,0.0,0.01,0.09,0.1,0.0,0.0,0.01,0.04
150,사라봉진가네해장국,제주시,건입동,제주시내,한식,해장국,0.2,0.46,0.0,0.01,0.01,0.17,0.06,0.14,0.0,0.0,0.0,0.05,0.08,0.31,0.0,0.02,0.01,0.06,0.11,0.3,0.0,0.01,0.01,0.09
151,사라봉보양탕,제주시,건입동,제주시내,한식,가정식,0.19,0.14,0.0,0.01,0.01,0.06,0.28,0.2,0.0,0.0,0.02,0.06,0.14,0.31,0.0,0.0,0.01,0.05,0.2,0.22,0.0,0.0,0.01,0.06
152,건입떡집,제주시,건입동,제주시내,간식,떡/한과,0.16,0.11,0.0,0.01,0.01,0.05,0.37,0.42,0.01,0.01,0.03,0.15,0.02,0.02,0.0,0.0,0.0,0.01,0.18,0.18,0.0,0.01,0.01,0.07
153,다연이네,제주시,건입동,제주시내,한식,커피,0.12,0.22,0.0,0.01,0.01,0.09,0.01,0.03,0.0,0.0,0.0,0.01,0.06,0.14,0.01,0.01,0.01,0.03,0.06,0.13,0.0,0.01,0.01,0.04
154,스페샬동문점,제주시,건입동,제주시내,주점및주류판매,꼬치구이,0.11,0.05,0.0,0.01,0.01,0.03,0.15,0.14,0.02,0.05,0.03,0.09,0.08,0.12,0.01,0.02,0.01,0.03,0.11,0.1,0.01,0.03,0.02,0.05
155,경화,제주시,건입동,제주시내,한식,단품요리 전문,0.1,0.05,0.01,0.01,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.04,0.02,0.0,0.0,0.01,0.01
156,동대반점,제주시,건입동,제주시내,아시아음식,중식,0.08,0.14,0.0,0.01,0.01,0.06,0.02,0.03,0.0,0.0,0.0,0.01,0.01,0.09,0.0,0.0,0.0,0.01,0.04,0.09,0.0,0.0,0.0,0.03
157,몽티죠(_mon.tresor),제주시,건입동,제주시내,한식,단품요리 전문,0.06,0.3,0.0,0.01,0.0,0.12,0.05,0.17,0.0,0.01,0.01,0.06,0.0,0.05,0.0,0.0,0.0,0.01,0.04,0.17,0.0,0.01,0.0,0.06
158,오늘한잔,제주시,건입동,제주시내,한식,단품요리 전문,0.03,0.03,0.0,0.01,0.0,0.02,0.08,0.11,0.0,0.0,0.01,0.04,0.01,0.02,0.0,0.0,0.0,0.0,0.04,0.05,0.0,0.0,0.0,0.02
159,골목정육식당,제주시,건입동,제주시내,한식,고기,0.0,0.0,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
160,몸에조은국수,제주시,건입동,제주시내,한식,면류,0.0,0.0,0.0,0.01,0.0,0.01,0.02,0.05,0.0,0.0,0.0,0.02,0.01,0.05,0.0,0.0,0.0,0.01,0.01,0.03,0.0,0.0,0.0,0.01
161,미녀,제주시,건입동,제주시내,한식,단품요리 전문,1.79,0.71,0.0,0.0,0.13,0.25,0.81,0.39,0.0,0.01,0.07,0.14,0.21,0.24,0.0,0.01,0.02,0.04,0.94,0.45,0.0,0.01,0.07,0.14
162,과수원집,제주시,건입동,제주시내,한식,가정식,0.86,0.27,0.0,0.0,0.06,0.1,0.54,0.11,0.0,0.0,0.04,0.04,0.7,0.4,0.01,0.01,0.07,0.07,0.7,0.26,0.0,0.0,0.06,0.07
163,나이스,제주시,건입동,제주시내,양식,양식,0.8,0.14,0.0,0.0,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.07,0.0,0.0,0.02,0.01,0.33,0.07,0.0,0.0,0.03,0.02
164,제주가마골앤드코다리냉면,제주시,건입동,제주시내,한식,면류,0.45,0.27,0.0,0.0,0.03,0.1,0.46,0.2,0.0,0.01,0.04,0.07,0.06,0.17,0.0,0.0,0.0,0.02,0.32,0.21,0.0,0.0,0.02,0.06
165,제주어우계성공맛집,제주시,건입동,제주시내,한식,가정식,0.36,0.11,0.0,0.0,0.03,0.04,0.15,0.03,0.0,0.0,0.01,0.01,0.14,0.09,0.0,0.0,0.01,0.02,0.22,0.08,0.0,0.0,0.02,0.02
166,혜성,제주시,건입동,제주시내,한식,가정식,0.07,0.05,0.0,0.0,0.01,0.02,0.07,0.05,0.0,0.0,0.01,0.02,0.05,0.07,0.0,0.0,0.0,0.01,0.06,0.06,0.0,0.0,0.01,0.02
167,청춘테이블,제주시,건입동,제주시내,한식,단품요리 전문,0.04,0.11,0.0,0.0,0.0,0.04,0.03,0.05,0.0,0.01,0.0,0.03,0.02,0.07,0.0,0.0,0.0,0.01,0.03,0.08,0.0,0.0,0.0,0.03
168,먹자분식,제주시,건입동,제주시내,간식,분식,0.04,0.08,0.0,0.0,0.0,0.03,0.02,0.03,0.0,0.0,0.0,0.01,0.04,0.09,0.0,0.0,0.0,0.01,0.03,0.07,0.0,0.0,0.0,0.02
169,제일카페,제주시,건입동,제주시내,음료,커피,0.01,0.03,0.0,0.0,0.0,0.01,0.07,0.05,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.01
170,사라봉회관,제주시,건입동,제주시내,한식,가정식,0.01,0.03,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
171,꾸까,제주시,건입동,제주시내,한식,단품요리 전문,0.01,0.05,0.0,0.0,0.0,0.02,0.0,0.03,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.01
172,재영식당,제주시,건입동,제주시내,한식,가정식,0.01,0.03,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
173,뜨는정,제주시,건입동,제주시내,한식,가정식,0.0,0.03,0.0,0.0,0.0,0.01,0.03,0.03,0.0,0.0,0.0,0.01,0.05,0.05,0.0,0.0,0.0,0.01,0.03,0.04,0.0,0.0,0.0,0.01
174,카페글렌코,제주시,구좌읍,구좌읍,음료,커피,2.81,4.18,1.76,13.19,1.93,12.41,0.78,1.2,0.62,3.54,0.64,3.46,0.42,1.36,0.41,2.47,0.41,2.31,1.34,2.25,0.93,6.4,0.99,6.06
175,명진전복주식회사,제주시,구좌읍,구좌읍,한식,단품요리 전문,0.59,0.49,2.25,8.44,2.25,7.16,0.93,0.67,2.16,6.11,2.08,5.51,0.32,0.5,1.26,3.49,1.19,3.06,0.61,0.55,1.89,6.01,1.84,5.24
176,비자림휴게소,제주시,구좌읍,구좌읍,한식,가정식,0.16,0.65,0.33,7.43,0.34,6.38,0.16,0.73,0.35,5.69,0.34,5.17,0.05,0.55,0.23,4.03,0.22,3.52,0.12,0.64,0.3,5.72,0.3,5.02
177,소금바치순이네,제주시,구좌읍,구좌읍,한식,가정식,1.1,0.76,1.18,5.55,1.24,4.87,0.52,0.56,1.12,4.01,1.08,3.66,0.49,0.88,0.6,2.08,0.59,1.9,0.7,0.73,0.97,3.88,0.97,3.48
178,자보카까페,제주시,구좌읍,구좌읍,한식,커피,0.31,0.65,0.39,5.01,0.4,4.38,0.24,0.53,0.41,3.98,0.4,3.62,0.09,0.5,0.21,1.98,0.2,1.77,0.21,0.56,0.34,3.66,0.33,3.26
179,풍림다방 송당점,제주시,구좌읍,구좌읍,음료,커피,0.78,1.27,0.44,4.2,0.48,3.93,0.67,1.17,0.43,3.27,0.45,3.21,0.26,1.05,0.19,1.37,0.19,1.32,0.57,1.16,0.35,2.95,0.37,2.82
180,라라라,제주시,구좌읍,구좌읍,한식,커피,0.56,1.3,0.35,4.08,0.38,3.85,0.42,1.14,0.37,3.26,0.38,3.19,0.15,0.98,0.21,1.89,0.2,1.76,0.38,1.14,0.31,3.08,0.32,2.93
181,김녕오라이,제주시,구좌읍,구좌읍,아시아음식,일식,0.77,0.46,1.38,4.05,1.41,3.52,0.42,0.28,0.9,2.14,0.86,1.95,0.24,0.29,0.48,1.12,0.46,1.0,0.48,0.34,0.92,2.44,0.91,2.16
182,가는곶세화,제주시,구좌읍,구좌읍,양식,양식,0.83,2.12,0.26,3.64,0.31,3.77,0.5,1.37,0.25,2.85,0.27,2.91,0.29,1.64,0.15,1.58,0.16,1.59,0.54,1.71,0.22,2.69,0.25,2.76
183,머문,제주시,구좌읍,구좌읍,한식,커피,0.43,0.76,0.32,3.49,0.35,3.16,0.65,1.26,0.31,2.57,0.34,2.63,0.24,1.02,0.21,1.68,0.21,1.58,0.44,1.01,0.28,2.58,0.3,2.46
184,안도르,제주시,구좌읍,구좌읍,간식,베이커리,0.42,0.65,0.33,3.49,0.35,3.12,0.4,0.73,0.39,2.95,0.39,2.79,0.22,0.55,0.24,1.79,0.24,1.61,0.35,0.64,0.32,2.74,0.33,2.51
185,토끼문,제주시,구좌읍,구좌읍,한식,커피,0.22,0.54,0.24,3.43,0.26,3.03,0.36,0.81,0.24,2.49,0.25,2.42,0.1,0.55,0.14,1.4,0.13,1.27,0.23,0.63,0.21,2.44,0.21,2.24
186,몽그레,제주시,구좌읍,구좌읍,한식,단품요리 전문,0.08,0.24,0.37,3.26,0.37,2.79,0.07,0.2,0.3,2.25,0.28,2.01,0.02,0.19,0.15,0.95,0.14,0.84,0.06,0.21,0.27,2.15,0.26,1.88
187,한라산,제주시,구좌읍,구좌읍,한식,가정식,0.13,0.24,0.24,3.16,0.25,2.7,0.06,0.22,0.24,2.48,0.23,2.22,0.02,0.14,0.13,1.27,0.12,1.11,0.07,0.2,0.2,2.3,0.2,2.01
188,꼬스덴뇨,제주시,구좌읍,구좌읍,한식,단품요리 전문,0.8,1.74,0.28,3.11,0.33,3.2,0.88,1.7,0.34,2.91,0.38,3.08,0.3,1.45,0.24,1.81,0.24,1.76,0.66,1.63,0.29,2.61,0.32,2.68
189,세화소품관,제주시,구좌읍,구좌읍,한식,단품요리 전문,0.04,0.11,0.25,3.0,0.25,2.53,0.07,0.08,0.25,2.53,0.24,2.22,0.03,0.12,0.13,1.21,0.12,1.05,0.05,0.1,0.21,2.25,0.2,1.93
190,친절한비자씨,제주시,구좌읍,구좌읍,한식,단품요리 전문,0.06,0.22,0.12,2.84,0.12,2.43,0.05,0.17,0.12,1.93,0.11,1.73,0.01,0.12,0.04,0.73,0.04,0.64,0.04,0.17,0.09,1.83,0.09,1.6
191,산도롱맨도롱,제주시,구좌읍,구좌읍,한식,가정식,0.85,0.59,0.61,2.81,0.66,2.55,0.83,0.59,0.52,1.86,0.55,1.8,0.11,0.22,0.33,1.1,0.31,0.97,0.6,0.47,0.49,1.92,0.51,1.77
192,주식회사만월당,제주시,구좌읍,구좌읍,한식,단품요리 전문,0.59,0.38,0.61,2.77,0.64,2.43,0.5,0.42,0.56,1.96,0.56,1.84,0.19,0.29,0.37,1.26,0.36,1.12,0.43,0.36,0.51,2.0,0.52,1.8
193,해월정,제주시,구좌읍,구좌읍,한식,가정식,0.21,0.16,0.78,2.77,0.78,2.35,0.38,0.22,0.65,1.61,0.63,1.47,0.12,0.22,0.36,1.0,0.34,0.89,0.24,0.2,0.6,1.79,0.58,1.57
194,벵디,제주시,구좌읍,구좌읍,한식,가정식,0.11,0.11,0.47,2.75,0.47,2.31,0.19,0.22,0.49,2.16,0.47,1.95,0.12,0.24,0.31,1.28,0.3,1.13,0.14,0.19,0.42,2.06,0.41,1.8
195,청파식당횟집,제주시,구좌읍,구좌읍,한식,회,0.28,0.14,0.84,2.56,0.84,2.17,0.42,0.17,0.69,1.8,0.68,1.61,0.13,0.17,0.34,0.82,0.32,0.72,0.28,0.16,0.62,1.73,0.61,1.5
196,귤하르방구좌점,제주시,구좌읍,구좌읍,한식,베이커리,0.06,0.24,0.13,2.5,0.14,2.16,0.05,0.22,0.13,1.62,0.12,1.48,0.01,0.07,0.06,0.93,0.06,0.81,0.04,0.18,0.11,1.68,0.11,1.48
197,덕천연수원,제주시,구좌읍,구좌읍,한식,가정식,0.07,0.19,0.42,2.39,0.42,2.05,0.27,0.28,0.42,1.91,0.41,1.75,0.06,0.19,0.11,0.59,0.11,0.53,0.13,0.22,0.32,1.63,0.31,1.44
198,도도톳김밥,제주시,구좌읍,구좌읍,간식,분식,0.11,0.35,0.15,2.37,0.15,2.09,0.1,0.33,0.14,2.08,0.14,1.91,0.05,0.38,0.13,1.52,0.12,1.35,0.09,0.35,0.14,1.99,0.14,1.78
199,모래비,제주시,구좌읍,구좌읍,한식,커피,0.46,0.87,0.26,2.28,0.29,2.2,0.38,0.84,0.24,1.55,0.25,1.61,0.19,0.69,0.14,0.94,0.15,0.9,0.34,0.8,0.21,1.59,0.23,1.57
200,로빙화,제주시,구좌읍,구좌읍,양식,양식,1.16,1.11,0.38,2.25,0.46,2.26,1.2,1.06,0.33,1.44,0.4,1.59,0.55,1.14,0.28,1.13,0.3,1.13,0.97,1.1,0.33,1.61,0.39,1.66
201,담백,제주시,구좌읍,구좌읍,한식,가정식,0.08,0.11,0.37,2.25,0.36,1.9,0.11,0.11,0.41,1.77,0.39,1.57,0.08,0.14,0.19,0.74,0.18,0.65,0.09,0.12,0.32,1.59,0.31,1.37
202,구좌소품관,제주시,구좌읍,구좌읍,한식,가정식,0.06,0.19,0.2,2.24,0.2,1.92,0.0,0.0,0.18,1.44,0.17,1.25,0.02,0.07,0.08,0.83,0.08,0.72,0.03,0.09,0.15,1.5,0.15,1.3
203,르 바게트,제주시,구좌읍,구좌읍,한식,단품요리 전문,0.15,0.46,0.16,2.2,0.16,1.98,0.23,0.53,0.18,1.88,0.18,1.8,0.09,0.5,0.09,0.79,0.09,0.75,0.16,0.5,0.14,1.62,0.14,1.51
204,섭섭이네,제주시,구좌읍,구좌읍,한식,가정식,0.22,0.27,0.28,2.18,0.29,1.9,0.16,0.25,0.24,1.52,0.24,1.4,0.04,0.14,0.14,0.75,0.13,0.66,0.14,0.22,0.22,1.48,0.22,1.32
205,모뉴에트,제주시,구좌읍,구좌읍,한식,커피,0.16,0.41,0.16,2.1,0.17,1.88,0.2,0.39,0.15,1.51,0.16,1.44,0.04,0.22,0.05,0.64,0.05,0.58,0.13,0.34,0.12,1.42,0.13,1.3
206,갈치공장,제주시,구좌읍,구좌읍,한식,단품요리 전문,0.76,0.41,0.66,2.09,0.7,1.87,0.72,0.33,0.56,1.21,0.57,1.16,0.17,0.29,0.31,0.79,0.3,0.71,0.55,0.34,0.51,1.36,0.52,1.25
207,김녕빵집,제주시,구좌읍,구좌읍,간식,베이커리,0.8,1.87,0.11,2.03,0.16,2.35,0.48,1.2,0.08,0.99,0.12,1.25,0.22,1.09,0.06,0.69,0.07,0.75,0.5,1.39,0.08,1.24,0.12,1.45
208,하양한,제주시,구좌읍,구좌읍,한식,단품요리 전문,0.06,0.14,0.14,2.03,0.15,1.73,0.04,0.17,0.03,0.44,0.03,0.43,0.01,0.05,0.02,0.26,0.02,0.23,0.04,0.12,0.06,0.91,0.07,0.8
209,평대스낵,제주시,구좌읍,구좌읍,간식,분식,0.56,0.68,0.22,1.97,0.25,1.87,0.6,0.81,0.25,1.7,0.28,1.74,0.22,0.84,0.16,0.96,0.16,0.94,0.46,0.78,0.21,1.54,0.23,1.52
210,인,제주시,구좌읍,구좌읍,한식,가정식,0.31,0.68,0.15,1.85,0.17,1.78,0.25,0.48,0.14,1.32,0.15,1.29,0.17,0.81,0.11,1.03,0.12,1.0,0.24,0.66,0.13,1.4,0.15,1.36
211,쪼끌락,제주시,구좌읍,구좌읍,한식,커피,0.17,0.41,0.14,1.84,0.15,1.67,0.18,0.36,0.09,1.03,0.1,1.01,0.14,0.84,0.12,1.28,0.12,1.21,0.16,0.54,0.12,1.38,0.12,1.3
212,민경이네어등포해녀촌,제주시,구좌읍,구좌읍,한식,가정식,0.99,0.54,0.54,1.83,0.6,1.71,0.68,0.5,0.52,1.45,0.54,1.42,0.89,1.19,0.31,0.85,0.35,0.9,0.85,0.74,0.46,1.38,0.5,1.34
213,주식회사 종달수다뜰,제주시,구좌읍,구좌읍,한식,가정식,0.14,0.19,0.73,1.78,0.73,1.54,0.3,0.11,0.7,1.22,0.68,1.1,0.07,0.05,0.27,0.48,0.25,0.41,0.17,0.12,0.57,1.16,0.55,1.02
214,으뜨미,제주시,구좌읍,구좌읍,한식,가정식,0.51,0.46,0.29,1.76,0.32,1.62,0.49,0.56,0.27,1.05,0.29,1.09,0.24,0.55,0.14,0.62,0.15,0.61,0.41,0.52,0.23,1.14,0.25,1.11
215,송당의아침,제주시,구좌읍,구좌읍,한식,단품요리 전문,0.32,0.81,0.12,1.74,0.14,1.73,0.25,0.48,0.13,1.17,0.14,1.17,0.15,0.67,0.08,0.68,0.08,0.68,0.24,0.65,0.11,1.2,0.12,1.19
