,음식점명,시군구명,행정동명,지역명,중분류,소분류,10월현지인매출금액,10월현지인매출수,10월외지인매출금액,10월외지인매출수,10월전체매출금액비율,10월전체매출수비율,9월현지인매출금액,9월현지인매출수,9월외지인매출금액,9월외지인매출수,9월전체매출금액비율,9월전체매출수비율,8월현지인매출금액,8월현지인매출수,8월외지인매출금액,8월외지인매출수,8월전체매출금액비율,8월전체매출수비율,현지인매출금액비율,현지인매출수비율,외지인매출금액비율,외지인매출수비율,3개월전체매출금액,3개월전체매출수
4975,넝쿨하눌가든,제주시,아라동,제주시내,한식,고기,6.96,7.54,0.06,0.4,0.54,3.03,4.58,5.62,0.04,0.19,0.4,1.98,2.37,6.05,0.03,0.14,0.23,1.0,4.64,6.4,0.04,0.24,0.39,2.0
4976,빵집아저씨,제주시,아라동,제주시내,간식,베이커리,1.64,5.07,0.02,0.4,0.14,2.15,1.76,4.95,0.02,0.3,0.16,1.87,0.59,4.31,0.01,0.13,0.06,0.73,1.33,4.78,0.02,0.28,0.12,1.58
4977,다가미아라점,제주시,아라동,제주시내,한식,가정식,0.84,3.15,0.02,0.4,0.08,1.46,0.62,2.23,0.02,0.3,0.07,0.99,0.31,2.43,0.01,0.19,0.04,0.52,0.59,2.6,0.02,0.3,0.06,0.99
4978,샤브마니아 제주아라점,제주시,아라동,제주시내,한식,샤브샤브,9.24,7.48,0.08,0.39,0.72,3.0,8.24,7.01,0.1,0.36,0.76,2.58,3.14,5.81,0.03,0.11,0.29,0.93,6.87,6.77,0.07,0.29,0.59,2.17
4979,주식회사 제이엠푸드앤플레이스,제주시,아라동,제주시내,한식,가정식,3.47,3.44,0.05,0.39,0.29,1.55,2.69,2.83,0.03,0.12,0.24,1.02,1.05,2.55,0.02,0.06,0.1,0.42,2.4,2.94,0.03,0.19,0.21,1.0
4980,조은빵,제주시,아라동,제주시내,간식,베이커리,2.45,7.16,0.02,0.39,0.19,2.89,2.31,6.88,0.01,0.21,0.2,2.41,0.9,5.86,0.01,0.13,0.08,0.96,1.89,6.63,0.01,0.24,0.16,2.09
4981,에이바우트커피구남점,제주시,아라동,제주시내,음료,커피,2.17,9.98,0.01,0.39,0.17,3.89,2.02,10.2,0.02,0.62,0.18,3.84,0.86,11.19,0.01,0.22,0.08,1.81,1.68,10.46,0.01,0.41,0.14,3.18
4982,데디드(de de de),제주시,아라동,제주시내,간식,베이커리,1.23,3.63,0.02,0.39,0.11,1.62,0.87,2.63,0.02,0.32,0.09,1.13,0.4,2.71,0.01,0.11,0.04,0.49,0.83,2.99,0.02,0.27,0.08,1.08
4983,맘스터치제주대점,제주시,아라동,제주시내,패스트푸드,햄버거,0.31,1.17,0.02,0.39,0.04,0.74,0.3,1.09,0.01,0.16,0.03,0.49,0.06,0.45,0.0,0.03,0.01,0.09,0.22,0.9,0.01,0.19,0.03,0.44
4984,문문선,제주시,아라동,제주시내,양식,양식,3.29,2.68,0.08,0.38,0.31,1.27,2.05,1.95,0.11,0.4,0.26,0.98,1.04,2.02,0.04,0.15,0.13,0.42,2.13,2.22,0.08,0.31,0.23,0.89
4985,투썸플레이스 엠제이벤처오름점,제주시,아라동,제주시내,음료,커피,1.17,3.88,0.02,0.38,0.11,1.7,1.22,4.56,0.02,0.25,0.11,1.69,0.43,3.47,0.01,0.1,0.04,0.59,0.94,3.97,0.02,0.24,0.09,1.33
4986,돈삼겹아라점,제주시,아라동,제주시내,한식,돼지고기,6.02,4.26,0.09,0.36,0.51,1.83,5.35,3.89,0.1,0.3,0.53,1.52,1.66,2.74,0.02,0.09,0.16,0.47,4.34,3.63,0.07,0.25,0.4,1.27
4987,산들애국수,제주시,아라동,제주시내,한식,면류,2.07,4.55,0.03,0.36,0.17,1.93,1.95,4.28,0.04,0.39,0.2,1.72,0.65,3.93,0.01,0.09,0.06,0.65,1.56,4.25,0.03,0.28,0.14,1.43
4988,더스푼,제주시,아라동,제주시내,한식,가정식,1.49,0.32,0.35,0.36,0.45,0.42,1.72,0.31,0.29,0.28,0.4,0.34,0.54,0.24,0.13,0.12,0.16,0.14,1.25,0.29,0.26,0.25,0.34,0.3
4989,대구불노리왕막창아라점,제주시,아라동,제주시내,한식,막창,0.77,1.08,0.02,0.36,0.07,0.69,0.45,0.64,0.01,0.2,0.05,0.38,0.12,0.38,0.0,0.01,0.01,0.06,0.45,0.7,0.01,0.19,0.04,0.38
4990,우스커피(ours),제주시,아라동,제주시내,한식,커피,0.43,0.68,0.02,0.35,0.05,0.53,0.23,0.67,0.02,0.18,0.03,0.37,0.24,0.98,0.01,0.09,0.03,0.21,0.3,0.78,0.02,0.21,0.04,0.37
4991,베짱이컴퍼니,제주시,아라동,제주시내,한식,단품요리 전문,1.75,4.66,0.01,0.34,0.14,1.95,1.29,4.5,0.01,0.16,0.11,1.59,0.54,3.36,0.01,0.15,0.05,0.62,1.19,4.17,0.01,0.22,0.1,1.39
4992,봄봄제주아라점,제주시,아라동,제주시내,한식,커피,0.64,6.18,0.01,0.34,0.05,2.5,0.55,5.17,0.01,0.3,0.05,1.94,0.26,5.02,0.0,0.18,0.03,0.88,0.48,5.46,0.01,0.27,0.04,1.77
4993,라멘야누,제주시,아라동,제주시내,아시아음식,일식,1.56,2.68,0.03,0.33,0.14,1.23,1.48,2.88,0.03,0.26,0.15,1.16,0.39,1.62,0.02,0.15,0.05,0.36,1.14,2.39,0.03,0.25,0.11,0.92
4994,서쪽부엌,제주시,아라동,제주시내,한식,가정식,0.36,0.51,0.04,0.33,0.06,0.46,0.45,0.56,0.01,0.09,0.05,0.26,0.25,0.76,0.02,0.11,0.04,0.21,0.35,0.61,0.02,0.18,0.05,0.31
4995,덕인당소락,제주시,아라동,제주시내,한식,단품요리 전문,0.31,0.63,0.03,0.33,0.05,0.5,0.18,0.17,0.02,0.17,0.03,0.2,0.15,0.6,0.01,0.07,0.02,0.15,0.21,0.47,0.02,0.19,0.03,0.28
4996,아라주는 엄마치킨,제주시,아라동,제주시내,패스트푸드,치킨,0.14,0.19,0.03,0.33,0.04,0.34,0.09,0.14,0.02,0.21,0.03,0.23,0.08,0.31,0.01,0.07,0.01,0.1,0.1,0.21,0.02,0.2,0.03,0.22
4997,돈풍년,제주시,아라동,제주시내,한식,돼지고기,15.57,3.83,0.19,0.32,1.28,1.63,11.08,2.96,0.24,0.25,1.12,1.18,5.52,3.36,0.1,0.13,0.54,0.6,10.72,3.38,0.18,0.23,0.98,1.14
4998,뚜레쥬르 제주이도베라체점,제주시,아라동,제주시내,간식,베이커리,5.0,12.36,0.03,0.32,0.38,4.69,4.93,12.24,0.02,0.25,0.42,4.18,1.56,9.62,0.01,0.14,0.14,1.51,3.83,11.41,0.02,0.24,0.31,3.46
4999,면아라,제주시,아라동,제주시내,한식,단품요리 전문,2.16,3.47,0.04,0.32,0.19,1.51,1.53,2.91,0.02,0.17,0.14,1.09,1.01,3.76,0.02,0.1,0.1,0.63,1.57,3.38,0.03,0.2,0.14,1.08
5000,이삭토스트제주대점,제주시,아라동,제주시내,간식,샌드위치/토스트,0.99,3.98,0.01,0.32,0.08,1.69,0.91,3.94,0.01,0.23,0.08,1.48,0.26,2.24,0.01,0.08,0.03,0.39,0.72,3.39,0.01,0.21,0.06,1.19
5001,테라피쉬,제주시,아라동,제주시내,한식,단품요리 전문,0.76,1.93,0.01,0.32,0.07,0.95,0.58,1.12,0.02,0.19,0.07,0.52,0.16,1.0,0.0,0.04,0.02,0.18,0.5,1.35,0.01,0.18,0.05,0.55
5002,탐앤탐스아라점,제주시,아라동,제주시내,음료,커피,2.3,6.78,0.02,0.31,0.18,2.68,1.71,5.82,0.02,0.28,0.15,2.13,0.66,5.07,0.01,0.13,0.06,0.85,1.56,5.89,0.02,0.24,0.13,1.89
5003,예산가마솥장수촌설렁탕,제주시,아라동,제주시내,한식,단품요리 전문,5.57,6.08,0.03,0.29,0.42,2.42,5.13,6.04,0.03,0.2,0.44,2.13,2.15,5.78,0.01,0.09,0.19,0.91,4.28,5.97,0.02,0.19,0.35,1.82
5004,본죽앤비빔밥 아라점,제주시,아라동,제주시내,한식,죽,2.06,4.45,0.02,0.28,0.17,1.83,1.78,3.92,0.01,0.2,0.16,1.44,0.94,4.29,0.01,0.09,0.09,0.69,1.59,4.22,0.01,0.19,0.14,1.32
5005,제대가는길,제주시,아라동,제주시내,한식,단품요리 전문,0.91,2.14,0.02,0.28,0.08,1.0,1.03,1.79,0.03,0.25,0.11,0.8,0.26,1.69,0.01,0.1,0.03,0.33,0.73,1.87,0.02,0.21,0.07,0.71
5006,푸라닭제주대점,제주시,아라동,제주시내,한식,치킨,0.29,0.22,0.04,0.28,0.06,0.31,0.27,0.25,0.05,0.19,0.07,0.24,0.05,0.14,0.0,0.03,0.01,0.04,0.2,0.2,0.03,0.17,0.05,0.2
5007,원조큰맘할매순대국 아라점,제주시,아라동,제주시내,한식,순대국,1.19,2.55,0.02,0.27,0.1,1.14,0.97,2.1,0.02,0.18,0.09,0.83,0.43,1.84,0.0,0.04,0.04,0.3,0.86,2.16,0.01,0.16,0.08,0.76
5008,쉼표휴게김밥,제주시,아라동,제주시내,한식,커피,1.05,3.15,0.01,0.27,0.09,1.35,0.65,1.85,0.01,0.14,0.06,0.71,0.36,2.86,0.0,0.06,0.03,0.46,0.69,2.62,0.01,0.16,0.06,0.84
5009,제주또시랑,제주시,아라동,제주시내,한식,가정식,0.88,0.49,0.02,0.27,0.08,0.4,0.03,0.08,0.02,0.21,0.02,0.21,0.0,0.02,0.01,0.1,0.01,0.09,0.3,0.2,0.02,0.19,0.04,0.23
5010,월궁,제주시,아라동,제주시내,아시아음식,중식,0.8,1.14,0.03,0.27,0.09,0.63,0.61,1.03,0.01,0.16,0.06,0.47,0.4,1.19,0.01,0.04,0.04,0.21,0.6,1.12,0.02,0.16,0.06,0.44
5011,조마루뼈다귀아라지구점,제주시,아라동,제주시내,한식,감자탕,4.76,4.77,0.04,0.26,0.37,1.92,4.21,4.08,0.04,0.25,0.38,1.54,1.23,2.88,0.03,0.12,0.13,0.52,3.4,3.91,0.04,0.21,0.29,1.33
5012,주식회사 흑소랑 제주점,제주시,아라동,제주시내,한식,소고기,3.69,0.57,0.31,0.26,0.57,0.42,2.75,0.48,0.33,0.2,0.53,0.33,0.67,0.31,0.2,0.12,0.24,0.14,2.37,0.45,0.28,0.19,0.45,0.3
5013,던킨도너츠아라점,제주시,아라동,제주시내,간식,도너츠,1.72,5.53,0.01,0.26,0.13,2.2,1.47,4.42,0.01,0.1,0.13,1.52,0.54,4.33,0.0,0.05,0.05,0.67,1.24,4.76,0.01,0.14,0.1,1.46
5014,그리트커피(Gr iet Coffee),제주시,아라동,제주시내,한식,커피,1.31,3.74,0.01,0.26,0.11,1.55,1.33,4.86,0.01,0.21,0.12,1.76,0.54,3.55,0.01,0.15,0.05,0.64,1.06,4.05,0.01,0.21,0.09,1.32
5015,개미와베짱이,제주시,아라동,제주시내,한식,가정식,0.61,0.95,0.02,0.26,0.06,0.55,0.5,0.87,0.02,0.16,0.06,0.42,0.14,0.6,0.01,0.05,0.02,0.13,0.42,0.81,0.02,0.16,0.05,0.37
5016,혜윰,제주시,아라동,제주시내,한식,단품요리 전문,0.18,0.76,0.01,0.26,0.02,0.49,0.2,0.7,0.01,0.33,0.03,0.52,0.09,0.67,0.0,0.08,0.01,0.17,0.16,0.71,0.01,0.22,0.02,0.39
5017,제주오겹살왕돌구이집,제주시,아라동,제주시내,한식,가정식,3.34,1.38,0.08,0.25,0.31,0.7,3.0,1.37,0.03,0.09,0.27,0.52,0.72,0.91,0.03,0.07,0.09,0.19,2.35,1.22,0.05,0.14,0.22,0.47
5018,상아탑,제주시,아라동,제주시내,한식,가정식,2.14,3.15,0.02,0.25,0.17,1.33,1.39,2.6,0.01,0.09,0.12,0.92,0.44,1.78,0.0,0.03,0.04,0.28,1.32,2.51,0.01,0.12,0.11,0.84
5019,오늘무지개,제주시,아라동,제주시내,한식,단품요리 전문,1.66,1.03,0.06,0.25,0.17,0.57,1.97,1.17,0.04,0.15,0.19,0.51,0.76,1.02,0.03,0.07,0.09,0.21,1.46,1.07,0.04,0.16,0.15,0.43
5020,탄탄면공방 제주점,제주시,아라동,제주시내,아시아음식,일식,1.11,1.76,0.02,0.25,0.1,0.83,1.08,1.95,0.01,0.1,0.1,0.72,0.46,1.78,0.01,0.06,0.05,0.31,0.88,1.83,0.01,0.14,0.08,0.62
5021,스시오타루,제주시,아라동,제주시내,한식,일식,0.68,0.24,0.13,0.25,0.17,0.29,0.67,0.2,0.07,0.1,0.12,0.15,0.37,0.29,0.06,0.1,0.08,0.12,0.57,0.24,0.09,0.15,0.12,0.19
5022,그루,제주시,아라동,제주시내,한식,가정식,0.37,0.73,0.02,0.25,0.04,0.47,0.21,0.59,0.02,0.2,0.04,0.36,0.07,0.47,0.01,0.06,0.01,0.12,0.22,0.6,0.02,0.17,0.03,0.32
5023,챨리스,제주시,아라동,제주시내,양식,양식,0.15,0.24,0.02,0.25,0.03,0.29,0.13,0.22,0.01,0.15,0.02,0.2,0.09,0.26,0.0,0.03,0.01,0.06,0.12,0.24,0.01,0.14,0.02,0.18
5024,명태명가,제주시,아라동,제주시내,한식,명태,6.48,4.61,0.05,0.23,0.5,1.85,5.93,5.11,0.09,0.31,0.56,1.93,2.86,5.12,0.02,0.06,0.25,0.8,5.09,4.95,0.05,0.2,0.44,1.53
5025,그란데,제주시,아라동,제주시내,양식,양식,5.17,3.09,0.06,0.23,0.42,1.3,4.38,2.66,0.09,0.21,0.44,1.04,1.7,2.45,0.03,0.07,0.17,0.42,3.75,2.73,0.06,0.17,0.34,0.92
5026,타이윅,제주시,아라동,제주시내,양식,양식,3.24,3.88,0.03,0.23,0.26,1.58,3.28,4.22,0.05,0.24,0.31,1.57,0.68,2.12,0.01,0.05,0.06,0.35,2.4,3.41,0.03,0.17,0.21,1.17
5027,뽕스차이나,제주시,아라동,제주시내,한식,중식,1.84,2.76,0.02,0.23,0.15,1.18,1.33,2.15,0.01,0.09,0.12,0.78,0.61,2.29,0.01,0.12,0.06,0.44,1.26,2.4,0.01,0.15,0.11,0.8
5028,황칠해장국,제주시,아라동,제주시내,한식,해장국,1.3,2.49,0.02,0.23,0.11,1.09,0.96,2.32,0.01,0.14,0.09,0.87,0.38,1.93,0.01,0.06,0.04,0.33,0.88,2.25,0.01,0.14,0.08,0.76
5029,트리링,제주시,아라동,제주시내,한식,단품요리 전문,0.52,1.71,0.01,0.23,0.05,0.81,0.34,1.14,0.01,0.22,0.04,0.56,0.03,0.26,0.0,0.02,0.0,0.06,0.3,1.04,0.01,0.16,0.03,0.48
5030,우등생,제주시,아라동,제주시내,한식,가정식,6.75,2.28,0.13,0.22,0.6,1.0,7.08,2.12,0.08,0.09,0.65,0.77,2.21,2.0,0.03,0.05,0.21,0.33,5.35,2.13,0.08,0.12,0.49,0.7
5031,고서방짬뽕,제주시,아라동,제주시내,한식,중식,2.43,2.61,0.04,0.22,0.21,1.12,2.25,2.8,0.03,0.16,0.21,1.04,0.74,2.17,0.02,0.09,0.08,0.39,1.81,2.53,0.03,0.16,0.17,0.85
5032,리틀비엣,제주시,아라동,제주시내,한식,단품요리 전문,2.08,2.22,0.04,0.22,0.19,0.98,1.38,1.59,0.02,0.09,0.13,0.6,0.64,1.69,0.02,0.1,0.07,0.33,1.37,1.83,0.03,0.14,0.13,0.64
5033,서서방숯불닭갈비아라점,제주시,아라동,제주시내,한식,갈비,1.86,1.03,0.06,0.22,0.19,0.55,2.72,1.54,0.05,0.11,0.26,0.6,0.94,1.0,0.03,0.08,0.1,0.21,1.84,1.19,0.05,0.14,0.18,0.45
5034,롱리브,제주시,아라동,제주시내,한식,단품요리 전문,1.49,3.77,0.02,0.22,0.12,1.53,1.25,3.21,0.03,0.25,0.13,1.26,0.47,2.88,0.0,0.07,0.04,0.48,1.07,3.29,0.02,0.18,0.1,1.09
5035,쿠로,제주시,아라동,제주시내,아시아음식,일식,1.09,1.17,0.03,0.22,0.11,0.6,1.22,1.85,0.03,0.19,0.13,0.76,0.56,1.86,0.02,0.09,0.06,0.34,0.96,1.63,0.03,0.17,0.1,0.57
5036,봉구스밥버거 제주대점,제주시,아라동,제주시내,패스트푸드,햄버거,0.42,1.76,0.01,0.22,0.04,0.82,0.39,1.57,0.0,0.07,0.03,0.57,0.05,0.64,0.0,0.04,0.01,0.13,0.29,1.32,0.0,0.11,0.03,0.51
5037,동막골,제주시,아라동,제주시내,한식,가정식,3.1,3.66,0.03,0.21,0.25,1.49,2.71,3.41,0.03,0.19,0.25,1.27,1.26,3.29,0.02,0.1,0.12,0.57,2.36,3.45,0.03,0.17,0.21,1.11
5038,아라골가마솥순대국,제주시,아라동,제주시내,한식,국밥,1.19,1.93,0.02,0.21,0.1,0.86,0.87,1.85,0.02,0.14,0.08,0.71,0.26,1.36,0.01,0.09,0.03,0.27,0.77,1.71,0.02,0.15,0.07,0.61
5039,제주축협 한우플라자,제주시,아라동,제주시내,한식,소고기,16.18,6.56,0.18,0.2,1.31,2.51,10.77,5.01,0.16,0.2,1.01,1.79,5.92,5.69,0.07,0.1,0.55,0.91,10.96,5.75,0.14,0.17,0.96,1.74
5040,일구칠사뼈감탕,제주시,아라동,제주시내,한식,가정식,1.96,2.47,0.01,0.2,0.15,1.05,1.29,1.48,0.01,0.14,0.11,0.6,0.59,1.64,0.01,0.06,0.05,0.29,1.28,1.86,0.01,0.13,0.1,0.65
5041,모모제이,제주시,아라동,제주시내,한식,단품요리 전문,1.85,2.85,0.02,0.2,0.15,1.18,1.5,2.46,0.03,0.23,0.15,1.0,0.62,2.64,0.01,0.09,0.06,0.45,1.32,2.65,0.02,0.17,0.12,0.88
5042,핏제리아 필리아 (PIZZERIA Philia),제주시,아라동,제주시내,한식,단품요리 전문,1.73,1.38,0.04,0.2,0.16,0.66,1.2,1.12,0.04,0.16,0.13,0.5,0.39,0.74,0.01,0.05,0.04,0.15,1.11,1.08,0.03,0.14,0.11,0.44
5043,남가네설악추어탕아라점,제주시,아라동,제주시내,한식,추어탕,1.16,1.57,0.03,0.2,0.11,0.73,1.24,1.82,0.03,0.19,0.13,0.75,0.56,1.74,0.02,0.09,0.06,0.33,0.99,1.71,0.03,0.16,0.1,0.6
5044,베카롱베이글,제주시,아라동,제주시내,한식,디저트,1.03,2.33,0.01,0.2,0.08,1.0,0.79,1.87,0.02,0.16,0.08,0.74,0.17,0.71,0.01,0.05,0.02,0.15,0.66,1.64,0.01,0.14,0.06,0.63
5045,리브도넛,제주시,아라동,제주시내,간식,도너츠,1.02,2.3,0.01,0.2,0.08,0.99,1.05,2.57,0.03,0.25,0.11,1.05,0.4,2.09,0.01,0.1,0.04,0.39,0.82,2.32,0.02,0.18,0.08,0.81
5046,노다지해장국,제주시,아라동,제주시내,한식,해장국,0.83,1.74,0.02,0.2,0.08,0.79,0.62,1.37,0.02,0.12,0.06,0.55,0.13,0.76,0.01,0.09,0.02,0.18,0.53,1.29,0.02,0.14,0.05,0.51
5047,옛날아우내순대아라점,제주시,아라동,제주시내,한식,순대,0.77,1.14,0.01,0.2,0.06,0.57,0.6,1.12,0.01,0.12,0.06,0.47,0.3,1.26,0.01,0.04,0.03,0.21,0.56,1.17,0.01,0.12,0.05,0.42
5048,김가네아라점,제주시,아라동,제주시내,간식,분식,0.63,1.68,0.02,0.2,0.06,0.77,0.41,1.42,0.01,0.15,0.04,0.59,0.15,1.29,0.0,0.09,0.02,0.26,0.4,1.46,0.01,0.15,0.04,0.54
5049,빈센트커피아라점,제주시,아라동,제주시내,한식,커피,0.45,1.11,0.01,0.2,0.04,0.56,0.23,0.7,0.01,0.12,0.03,0.34,0.13,1.0,0.0,0.04,0.01,0.18,0.27,0.94,0.01,0.12,0.03,0.36
5050,잇마이피자 제대점,제주시,아라동,제주시내,양식,피자,0.3,0.44,0.02,0.2,0.04,0.32,0.26,0.36,0.01,0.09,0.03,0.2,0.15,0.22,0.0,0.03,0.02,0.06,0.24,0.34,0.01,0.11,0.03,0.19
5051,시머폿,제주시,아라동,제주시내,한식,가정식,0.29,0.32,0.05,0.2,0.07,0.28,0.42,0.5,0.06,0.19,0.09,0.33,0.12,0.38,0.03,0.09,0.03,0.13,0.28,0.4,0.05,0.16,0.06,0.25
5052,아연581,제주시,아라동,제주시내,아시아음식,중식,4.33,4.88,0.02,0.19,0.32,1.9,2.92,4.0,0.02,0.18,0.26,1.45,1.52,3.88,0.01,0.06,0.13,0.62,2.92,4.25,0.02,0.14,0.24,1.32
5053,원삼계탕아라점,제주시,아라동,제주시내,한식,삼계탕,3.21,3.2,0.03,0.19,0.25,1.3,2.08,2.49,0.04,0.2,0.21,0.98,1.69,3.55,0.02,0.08,0.16,0.58,2.33,3.08,0.03,0.16,0.21,0.95
5054,공룡마라탕앤꼬치6호점,제주시,아라동,제주시내,주점및주류판매,중식,2.2,2.41,0.02,0.19,0.17,1.02,2.02,2.4,0.02,0.15,0.18,0.91,0.7,1.98,0.0,0.01,0.06,0.3,1.64,2.26,0.01,0.12,0.14,0.74
5055,김복남맥주제주아라점,제주시,아라동,제주시내,한식,가정식,1.84,1.33,0.04,0.19,0.17,0.63,0.98,0.95,0.01,0.02,0.08,0.33,0.41,0.86,0.01,0.04,0.04,0.16,1.08,1.05,0.02,0.08,0.1,0.37
5056,역전할머니맥주 아라점,제주시,아라동,제주시내,주점및주류판매,맥주/요리주점,1.63,1.52,0.03,0.19,0.14,0.7,2.12,2.21,0.04,0.17,0.2,0.86,1.08,2.33,0.02,0.06,0.1,0.39,1.61,2.02,0.03,0.14,0.15,0.65
5057,오마카세요리쇼고,제주시,아라동,제주시내,한식,단품요리 전문,1.49,0.51,0.07,0.19,0.18,0.34,1.17,0.5,0.08,0.17,0.17,0.31,0.38,0.33,0.02,0.04,0.05,0.08,1.01,0.45,0.06,0.13,0.13,0.24
5058,메종드쁘띠푸르2호점,제주시,아라동,제주시내,간식,베이커리,1.42,4.66,0.02,0.19,0.12,1.83,1.28,4.56,0.02,0.17,0.12,1.62,0.54,4.05,0.01,0.11,0.06,0.68,1.08,4.42,0.02,0.16,0.1,1.38
5059,왓섬,제주시,아라동,제주시내,한식,단품요리 전문,1.37,2.82,0.01,0.19,0.11,1.17,0.96,2.29,0.01,0.16,0.09,0.88,0.29,1.31,0.01,0.06,0.03,0.24,0.87,2.14,0.01,0.14,0.08,0.76
5060,설빙 제주아라점,제주시,아라동,제주시내,간식,아이스크림/빙수,1.35,2.9,0.01,0.19,0.11,1.2,1.73,3.72,0.03,0.26,0.17,1.43,1.47,7.78,0.02,0.16,0.13,1.26,1.52,4.8,0.02,0.2,0.14,1.3
5061,월평식당,제주시,아라동,제주시내,한식,가정식,1.27,1.03,0.04,0.19,0.13,0.52,0.98,0.95,0.02,0.06,0.09,0.36,0.53,0.93,0.02,0.04,0.06,0.17,0.93,0.97,0.03,0.1,0.09,0.35
5062,쏭쏭돈까스 제주월평점,제주시,아라동,제주시내,한식,돈까스,0.79,1.17,0.02,0.19,0.08,0.57,0.91,1.51,0.01,0.08,0.08,0.56,0.45,1.62,0.02,0.13,0.06,0.34,0.72,1.43,0.02,0.13,0.07,0.49
5063,사닮과,제주시,아라동,제주시내,한식,단품요리 전문,0.77,1.66,0.02,0.19,0.07,0.75,0.5,1.34,0.01,0.05,0.05,0.48,0.28,1.38,0.0,0.04,0.03,0.23,0.52,1.46,0.01,0.09,0.05,0.49
5064,쏭스핫도그제주대점,제주시,아라동,제주시내,간식,베이커리,0.27,1.33,0.01,0.19,0.03,0.63,0.27,1.37,0.01,0.25,0.03,0.66,0.07,0.78,0.0,0.05,0.01,0.16,0.2,1.16,0.01,0.16,0.02,0.48
5065,덕성원,제주시,아라동,제주시내,아시아음식,중식,4.76,4.1,0.02,0.18,0.36,1.61,3.53,3.64,0.03,0.1,0.31,1.27,1.66,3.67,0.01,0.05,0.15,0.57,3.32,3.8,0.02,0.11,0.27,1.15
5066,루스트플레이스 아라점,제주시,아라동,제주시내,양식,패밀리 레스토랑,4.13,3.42,0.03,0.18,0.32,1.37,2.91,2.77,0.03,0.15,0.26,1.02,1.6,3.14,0.01,0.06,0.15,0.5,2.88,3.11,0.02,0.13,0.24,0.96
5067,문경회센터,제주시,아라동,제주시내,한식,회,3.24,1.03,0.12,0.18,0.35,0.52,1.6,0.61,0.05,0.07,0.18,0.26,1.38,0.88,0.03,0.05,0.14,0.17,2.07,0.84,0.07,0.1,0.22,0.32
5068,아라스시,제주시,아라동,제주시내,한식,일식,3.0,1.46,0.05,0.18,0.25,0.67,1.48,0.89,0.06,0.15,0.17,0.42,0.89,1.07,0.02,0.05,0.09,0.2,1.79,1.14,0.04,0.13,0.17,0.43
5069,불타는갈매기아라점,제주시,아라동,제주시내,한식,가정식,2.88,0.87,0.08,0.18,0.28,0.46,2.61,1.26,0.04,0.09,0.24,0.49,0.82,0.81,0.02,0.04,0.08,0.15,2.1,0.98,0.05,0.1,0.2,0.37
5070,콘킹부대찌게,제주시,아라동,제주시내,한식,단품요리 전문,2.05,2.57,0.02,0.18,0.16,1.07,1.68,2.55,0.02,0.18,0.16,0.98,0.67,1.98,0.01,0.04,0.06,0.32,1.47,2.37,0.02,0.13,0.13,0.79
5071,황금닭갈비장칼국수,제주시,아라동,제주시내,한식,갈비,2.02,1.36,0.03,0.18,0.17,0.63,2.14,1.65,0.04,0.14,0.21,0.65,0.67,1.38,0.01,0.04,0.06,0.23,1.61,1.46,0.03,0.12,0.15,0.5
5072,고니식당,제주시,아라동,제주시내,한식,가정식,1.71,2.71,0.02,0.18,0.14,1.12,1.63,2.85,0.02,0.16,0.15,1.06,0.34,1.62,0.01,0.06,0.03,0.28,1.23,2.39,0.02,0.13,0.11,0.82
5073,고봉민김밥인아라점,제주시,아라동,제주시내,간식,분식,1.3,3.98,0.01,0.18,0.1,1.57,0.97,3.1,0.01,0.21,0.09,1.19,0.47,3.05,0.01,0.08,0.05,0.51,0.91,3.38,0.01,0.16,0.08,1.09
5074,오니기리와이규동 제대점,제주시,아라동,제주시내,한식,단품요리 전문,0.3,0.95,0.01,0.18,0.03,0.49,0.28,0.89,0.02,0.22,0.04,0.48,0.06,0.24,0.0,0.04,0.01,0.07,0.21,0.69,0.01,0.15,0.03,0.35
5075,종합강의실,제주시,아라동,제주시내,한식,단품요리 전문,0.3,0.49,0.01,0.18,0.04,0.32,0.38,0.64,0.02,0.14,0.04,0.33,0.06,0.24,0.0,0.02,0.01,0.06,0.25,0.46,0.01,0.11,0.03,0.24
5076,배셰프,제주시,아라동,제주시내,아시아음식,중식,2.71,2.79,0.02,0.17,0.21,1.14,2.37,2.77,0.02,0.11,0.21,1.0,0.85,2.19,0.01,0.07,0.08,0.38,1.98,2.58,0.02,0.12,0.17,0.84
5077,웨이브메이커컴퍼니 주식회사,제주시,아라동,제주시내,아시아음식,일식,2.41,0.49,0.12,0.17,0.28,0.31,2.57,0.64,0.06,0.06,0.26,0.26,1.1,0.47,0.09,0.07,0.18,0.13,2.03,0.53,0.09,0.1,0.24,0.23
5078,프랭크버거 제주이도점,제주시,아라동,제주시내,패스트푸드,햄버거,1.14,2.49,0.01,0.17,0.09,1.03,0.68,1.87,0.0,0.04,0.06,0.64,0.27,1.71,0.0,0.04,0.02,0.28,0.7,2.02,0.0,0.08,0.06,0.65
5079,카페띠아모제주대점,제주시,아라동,제주시내,간식,아이스크림/빙수,0.32,1.46,0.0,0.17,0.03,0.66,0.33,1.65,0.01,0.16,0.03,0.67,0.14,1.17,0.0,0.04,0.01,0.2,0.26,1.43,0.0,0.12,0.02,0.51
